,case_number,date_occurred,time_occurred,location_desc,date_reported,time_reported,type,disposition
6181,2020-00065419,,,,,,Recovered Stolen Property,CBE
6182,2020-00065561,,,,,,CDS Violation,Arrest
6183,2020-00065570,,,,,,Suspicious Activity,Investigation Pending
6184,2020-00065595,,,,,,Injured/Sick Person,CBE
6185,2020-00065613,,,,,,Vandalism,Investigation Pending
6186,2020-00065752,,,,,,Injured/Sick Person,CBE
6187,2020-00065790,,,,,,Recovered Stolen Property,CBE
6188,2020-00065793,,,,,,Theft,Warrant Issued
6189,2020-00065921,,,,,,Theft,Investigation Pending
6190,2020-00065969,,,,,,Assist Other Agency,CBE
6191,2020-00066058,,,,,,Theft,Active/Pending
6192,2020-00066077,,,,,,Suspicious Activity,Arrest
6193,2020-00066148,,,,,,CDS Violation,Arrest
6194,2020-00066228,,,,,,Theft,Investigation Pending
6195,2020-00066232,,,,,,Theft,Warrant Issued
6196,2020-00066406,,,,,,Injured/Sick Person,CBE
6197,2020-00066448,,,,,,Assist Other Agency,CBE
6198,2020-00066720,,,,,,CDS Violation,Arrest
6199,2020-00066765,,,,,,DWI/DUI,Arrest
6200,2020-00066853,,,,,,Theft,Investigation Pending
6201,2020-00066865,,,,,,Theft,Investigation Pending
6202,2020-00067060,,,,,,Theft,Warrant Issued
6203,2020-00067168,,,,,,Injured/Sick Person,CBE
6204,2020-00067293,,,,,,Warrant/Summons Service,Arrest
6205,2020-00067322,,,,,,Suspicious Person/Auto,Active/Pending
6206,2020-00067351,,,,,,Theft,Active/Pending
6207,2020-00067536,,,,,,Theft from Auto,Active/Pending
6208,2020-00067582,,,,,,Theft,Investigation Pending
6209,2020-00067627,,,,,,DWI/DUI,Arrest
6210,2020-00067628,,,,,,CDS Violation,Arrest
6211,2020-00067646,,,,,,Vandalism,Arrest
6212,2020-00067647,,,,,,CDS Violation,CBE
6213,2020-00067791,,,,,,Other Incident,CBE
6214,2020-00067830,,,,,,Other Incident,Active/Pending
6215,2020-00067962,,,,,,Injured/Sick Person,CBE
6216,2020-00068018,,,,,,CDS Violation,Arrest
6217,2020-00068078,,,,,,CDS Violation,Arrest
6218,2020-00068107,,,,,,DWI/DUI,Arrest
6219,2020-00068405,,,,,,CDS Violation,Arrest
6220,2020-00068415,,,,,,Injured/Sick Person,CBE
6221,2020-00068433,,,,,,CDS Violation,Arrest
6222,2020-00068544,,,,,,Check on the Welfare,CBE
6223,2020-00068546,,,,,,Theft from Auto,Investigation Pending
6224,2020-00068561,,,,,,Hate Bias Incident,Investigation Pending
6225,2020-00068627,,,,,,CDS Violation,Arrest
6226,2020-00068641,,,,,,DWI/DUI,Arrest
6227,2020-00068645,,,,,,Vandalism,CBE
6228,2020-00068773,,,,,,Hate Bias Incident,CBE
6229,2020-00068788,,,,,,DWI/DUI,Arrest
6230,2020-00068892,,,,,,Injured/Sick Person,CBE
6231,2020-00068912,,,,,,Recovered Stolen Motor Vehicle,CBE
6232,2020-00069021,,,,,,Theft,Investigation Pending
6233,2020-00069030,,,,,,Injured/Sick Person,CBE
6234,2020-00069200,,,,,,Trespassing,Arrest
6235,2020-00069292,,,,,,Assist Other Agency,CBE
6236,2020-00069295,,,,,,Emergency Petition,CBE
6237,2020-00069496,,,,,,Other Incident,CBE
6238,2020-00069771,,,,,,Accident - Departmental,CBE
6239,2020-00069854,,,,,,Assist Other Agency,CBE
6240,2020-00069867,,,,,,Fraud,Investigation Pending
6241,2020-00070027,,,,,,Theft,Arrest
6242,2020-00070041,,,,,,Theft,Juvenile Arrest
6243,2020-00070070,,,,,,Theft from Auto,Investigation Pending
6244,2020-00070229,,,,,,Other Incident,Arrest
6245,2020-00070318,,,,,,Threat Assessment,CBE
6246,2020-00070348,,,,,,Theft,CBE
6247,2020-00070360,,,,,,Injured/Sick Person,Active/Pending
6248,2020-00070378,,,,,,Vandalism,Investigation Pending
6249,2020-00070466,,,,,,CDS Violation,Arrest
6250,2020-00070635,,,,,,CDS Violation,Arrest
6251,2020-00070640,,,,,,Injured/Sick Person,CBE
6252,2020-00070641,,,,,,DWI/DUI,Arrest
6253,2020-00070828,,,,,,CDS Violation,Arrest
6254,2020-00070899,,,,,,CDS Violation,Arrest
6255,2020-00070922,,,,,,Injured/Sick Person,CBE
6256,2020-00070931,,,,,,DWI/DUI,Arrest
6257,2020-00070949,,,,,,DWI/DUI,Arrest
6258,2020-00071030,,,,,,Dept Property Damage/Loss,CBE
6259,2020-00071100,,,,,,CDS Violation,Arrest
6260,2020-00071134,,,,,,Injured/Sick Person,CBE
6261,2020-00071174,,,,,,CDS Violation,Arrest
6262,2020-00071313,,,,,,Pedestrian Struck,Active/Pending
6263,2020-00071339,,,,,,Lost Property,CBE
6264,2020-00071376,,,,,,Theft,Investigation Pending
6265,2020-00071392,,,,,,Stolen Motor Vehicle,Active/Pending
6266,2020-00071487,,,,,,Theft,Active/Pending
6267,2020-00071493,,,,,,Injured/Sick Person,CBE
6268,2020-00071632,,,,,,Accident - Departmental,CBE
6269,2020-00071795,,,,,,DWI/DUI,Arrest
6270,2020-00071914,,,,,,Other Incident,CBE
6271,2020-00071915,,,,,,Theft from Auto,CBE
6272,2020-00071959,,,,,,Theft,Active/Pending
6273,2020-00071999,,,,,,Theft,Summons Issued
6274,2020-00072133,,,,,,Theft,Investigation Pending
6275,2020-00072190,,,,,,CDS Violation,Arrest
6276,2020-00072191,,,,,,CDS Violation,Arrest
6277,2020-00072213,,,,,,DWI/DUI,Arrest
6278,2020-00072356,,,,,,CDS Violation,Arrest
6279,2020-00072545,,,,,,Stolen Motor Vehicle,Active/Pending
6280,2020-00072572,,,,,,CDS Violation,Arrest
6281,2020-00072587,,,,,,Injured/Sick Person,CBE
6282,2020-00072648,,,,,,Harassment/Stalking,CBE
6283,2020-00072680,,,,,,Assist Other Agency,CBE
6284,2020-00072681,,,,,,Theft,Investigation Pending
6285,2020-00072770,,,,,,Injured/Sick Person,CBE
6286,2020-00072796,,,,,,DWI/DUI,Arrest
6287,2020-00072806,,,,,,DWI/DUI,Arrest
6288,2020-00073029,,,,,,Dept Property Damage/Loss,CBE
6289,2020-00073173,,,,,,Accident,Active/Pending
6290,2020-00073378,,,,,,Other Incident,Unfounded
6291,2020-00073441,,,,,,Suspicious Activity,CBE
6292,2020-00073456,,,,,,Injured/Sick Person,CBE
6293,2020-00073470,,,,,,Suspicious Activity,CBE
6294,2020-00073471,,,,,,Theft,Arrest
6295,2020-00073632,,,,,,Other Incident,CBE
6296,2020-00073656,,,,,,Telephone/EMail Misuse,Investigation Pending
6297,2020-00073670,,,,,,Theft,Investigation Pending
6298,2020-00073791,,,,,,Trespassing,CBE
6299,2020-00073882,,,,,,Injured/Sick Person,CBE
6300,2020-00073994,,,,,,Injured/Sick Person,CBE
6301,2020-00073995,,,,,,Injured/Sick Person,CBE
6302,2020-00073996,,,,,,Dept Property Damage/Loss,CBE
6303,2020-00074013,,,,,,Trespassing,CBE
6304,2020-00074276,,,,,,Vandalism,CBE
6305,2020-00074357,,,,,,Emergency Petition,CBE
6306,2020-00074364,,,,,,Injured/Sick Person,CBE
6307,2020-00074371,,,,,,DWI/DUI,Arrest
6308,2020-00074541,,,,,,DWI/DUI,Arrest
6309,2020-00074542,,,,,,Injured/Sick Person,CBE
6310,2020-00074616,,,,,,Injured/Sick Person,CBE
6311,2020-00074629,,,,,,DWI/DUI,Arrest
6312,2020-00074635,,,,,,Injured/Sick Person,CBE
6313,2020-00074832,,,,,,Weapon Violation,Arrest
6314,2020-00074859,,,,,,Warrant/Summons Service,Arrest
6315,2020-00074883,,,,,,Emergency Petition,CBE
6316,2020-00074999,,,,,,Assist Other Agency,Active/Pending
6317,2020-00075034,,,,,,Fraud,Active/Pending
6318,2020-00075087,,,,,,Theft from Auto,Investigation Pending
6319,2020-00075091,,,,,,Injured/Sick Person,CBE
6320,2020-00075201,,,,,,Rape,CBE
6321,2020-00075296,,,,,,Theft,Investigation Pending
6322,2020-00075601,,,,,,Suspicious Activity,CBE
6323,2020-00075660,,,,,,CDS Violation,Arrest
6324,2020-00075744,,,,,,Theft,Active/Pending
6325,2020-00075779,,,,,,Injured/Sick Person,CBE
6326,2020-00075890,,,,,,Traffic Offense,Summons Issued
6327,2020-00075942,,,,,,Theft from Auto,Investigation Pending
6328,2020-00075966,,,,,,Theft,Investigation Pending
6329,2020-00075994,,,,,,Assist Other Agency,Active/Pending
6330,2020-00076081,,,,,,Injured/Sick Person,CBE
6331,2020-00076088,,,,,,Injured/Sick Person,CBE
6332,2020-00076194,,,,,,Injured/Sick Person,CBE
6333,2020-00076199,,,,,,DWI/DUI,Arrest
6334,2020-00076255,,,,,,Assault,Summons Issued
6335,2020-00076266,,,,,,Warrant/Summons Service,Arrest
6336,2020-00076378,,,,,,Emergency Petition,Active/Pending
6337,2020-00076400,,,,,,Injured/Sick Person,CBE
6338,2020-00076408,,,,,,Injured/Sick Person,CBE
6339,2020-00076423,,,,,,Missing Person/Runaway,CBE
6340,2020-00076650,,,,,,DWI/DUI,Arrest
6341,2020-00076656,,,,,,DWI/DUI,Arrest
6342,2020-00076782,,,,,,Injured/Sick Person,CBE
6343,2020-00077087,,,,,,Damage to State Property,CBE
6344,2020-00077150,,,,,,Animal Complaint,CBE
6345,2020-00077166,,,,,,Injured/Sick Person,CBE
6346,2020-00077233,,,,,,Traffic Arrest,Arrest
6347,2020-00077345,,,,,,Police Information,CBE
6348,2020-00077391,,,,,,Found/Recovered Property,CBE
6349,2020-00077405,,,,,,CDS Violation,Arrest
6350,2020-00077589,,,,,,Indecent Exposure (Title IX Related),Summons Issued
6351,2020-00077677,,,,,,Theft,Arrest
6352,2020-00077685,,,,,,CDS Violation,Arrest
6353,2020-00077970,,,,,,CDS Violation,CBE
6354,2020-00077980,,,,,,Juvenile Offense,Juvenile Arrest
6355,2020-00077984,,,,,,Injured/Sick Person,CBE
6356,2020-00077992,,,,,,Injured/Sick Person,CBE
6357,2020-00077996,,,,,,Theft,Arrest
6358,2020-00078002,,,,,,Traffic Offense,Arrest
6359,2020-00078003,,,,,,Traffic Offense,Arrest
6360,2020-00078004,,,,,,Traffic Offense,Arrest
6361,2020-00078006,,,,,,Traffic Offense,Arrest
6362,2020-00078014,,,,,,DWI/DUI,Arrest
6363,2020-00078101,,,,,,Dept Property Damage/Loss,Active/Pending
6364,2020-00078183,,,,,,Assist Other Agency,CBE
6365,2020-00078344,,,,,,Assist Other Agency,CBE
6366,2020-00078378,,,,,,Police Information,CBE
6367,2020-00078581,,,,,,Injured/Sick Person,CBE
6368,2020-00078604,,,,,,Assist Other Agency,CBE
6369,2020-00078629,,,,,,Injured/Sick Person,CBE
6370,2020-00078799,,,,,,CDS Violation,Active/Pending
6371,2020-00078836,,,,,,Theft from Auto,Investigation Pending
6372,2020-00079085,,,,,,CDS Violation,Arrest
6373,2020-00079106,,,,,,Recovered Stolen Property,Arrest
6374,2020-00079300,,,,,,CDS Violation,Arrest
6375,2020-00079307,,,,,,Fraud,Active/Pending
6376,2020-00079341,,,,,,Theft,Arrest
6377,2020-00079449,,,,,,Theft,Active/Pending
6378,2020-00079459,,,,,,Injured/Sick Person,CBE
6379,2020-00079590,,,,,,CDS Violation,Arrest
6380,2020-00079615,,,,,,Accident - Departmental,CBE
6381,2020-00079767,,,,,,Injured/Sick Person,CBE
6382,2020-00079817,,,,,,Assist Other Agency,CBE
6383,2020-00079837,,,,,,CDS Violation,Arrest
6384,2020-00080109,,,,,,DWI/DUI,Arrest
6385,2020-00080313,,,,,,Injured/Sick Person,CBE
6386,2020-00080380,,,,,,Theft,Active/Pending
6387,2020-00080404,,,,,,DWI/DUI,Arrest
6388,2020-00080481,,,,,,Found/Recovered Property,CBE
6389,2020-00080487,,,,,,Injured/Sick Person,CBE
6390,2020-00080490,,,,,,Check on the Welfare,CBE
6391,2020-00080548,,,,,,Theft,Active/Pending
6392,2020-00080615,,,,,,Assist Other Agency,CBE
6393,2020-00080671,,,,,,Theft from Auto,Investigation Pending
6394,2020-00080715,,,,,,DWI/DUI,Arrest
6395,2020-00080725,,,,,,Theft,Investigation Pending
6396,2020-00080774,,,,,,Assist Other Agency,CBE
6397,2020-00080806,,,,,,Suspicious Activity,CBE
6398,2020-00080824,,,,,,Fraud (Title IX Related),Investigation Pending
6399,2020-00080924,,,,,,Trespassing,Arrest
6400,2020-00080926,,,,,,Animal Complaint,CBE
6401,2020-00080960,,,,,,Injured/Sick Person,CBE
6402,2020-00081285,,,,,,DWI/DUI,Arrest
6403,2020-00081387,,,,,,Injured/Sick Person,CBE
6404,2020-00081410,,,,,,Theft,Investigation Pending
6405,2020-00081459,,,,,,Other Incident,CBE
6406,2020-00081497,,,,,,CDS Violation,Arrest
6407,2020-00081513,,,,,,Injured/Sick Person,CBE
6408,2020-00081520,,,,,,Injured/Sick Person,CBE
6409,2020-00081596,,,,,,Theft,Investigation Pending
6410,2020-00081723,,,,,,Injured/Sick Person,CBE
6411,2020-00081739,,,,,,Other Incident,CBE
6412,2020-00081795,,,,,,DWI/DUI,Arrest
6413,2020-00081828,,,,,,Injured/Sick Person,CBE
6414,2020-00081846,,,,,,Accident - Departmental,CBE
6415,2020-00081860,,,,,,Theft from Auto,Investigation Pending
6416,2020-00081937,,,,,,Injured/Sick Person,CBE
6417,2020-00082386,,,,,,Stolen Motor Vehicle,Active/Pending
6418,2020-00082480,,,,,,Dept Property Damage/Loss,CBE
6419,2020-00082630,,,,,,Other Incident,CBE
6420,2020-00082701,,,,,,Theft from Auto,Investigation Pending
6421,2020-00082975,,,,,,DWI/DUI,Arrest
6422,2020-00082995,,,,,,CDS Violation,CBE
6423,2020-00083089,,,,,,Warrant/Summons Service,Arrest
6424,2020-00083193,,,,,,Injured/Sick Person,CBE
6425,2020-00083202,,,,,,Injured/Sick Person,CBE
6426,2020-00083208,,,,,,DWI/DUI,Arrest
6427,2020-00083477,,,,,,CDS Violation,Arrest
6428,2020-00083488,,,,,,DWI/DUI,Arrest
6429,2020-00083562,,,,,,Emergency Petition,CBE
6430,2020-00084282,,,,,,CDS Violation,Arrest
6431,2020-00084607,,,,,,DWI/DUI,Arrest
6432,2020-00084608,,,,,,CDS Violation,Arrest
6433,2020-00084627,,,,,,DWI/DUI,Arrest
6434,2020-00084904,,,,,,DWI/DUI,Arrest
6435,2020-00085122,,,,,,Injured/Sick Person,CBE
6436,2020-00085375,,,,,,CDS Violation,Arrest
6437,2020-00085432,,,,,,Assist Other Agency,CBE
6438,2020-00085595,,,,,,Theft,Investigation Pending
6439,2020-00085678,,,,,,CDS Violation,CBE
6440,2020-00085719,,,,,,DWI/DUI,Arrest
6441,2020-00085929,,,,,,Accident - Departmental,CBE
6442,2020-00086047,,,,,,Recovered Stolen Property,Arrest
6443,2020-00086172,,,,,,Damage to State Property,Active/Pending
6444,2020-00086415,,,,,,Damage to State Property,CBE
6445,2020-00086454,,,,,,Dept Property Damage/Loss,CBE
6446,2020-00086456,,,,,,Missing Person/Runaway,CBE
6447,2020-00086458,,,,,,Theft,Investigation Pending
6448,2020-00086471,,,,,,CDS Violation,Arrest
6449,2020-00086679,,,,,,Theft,Active/Pending
6450,2020-00086684,,,,,,Injured/Sick Person,CBE
6451,2020-00086689,,,,,,Emergency Petition,CBE
6452,2020-00086699,,,,,,Other Incident,CBE
6453,2020-00086760,,,,,,Trespassing,CBE
6454,2020-00086869,,,,,,Alcohol Violation,Arrest
6455,2020-00086934,,,,,,Theft,Investigation Pending
6456,2020-00087161,,,,,,Injured/Sick Person,CBE
6457,2020-00087368,,,,,,Theft from Auto,Active/Pending
6458,2020-00087655,,,,,,Weapon Violation,Active/Pending
6459,2020-00087665,,,,,,Trespassing,Arrest
6460,2020-00087851,,,,,,Theft,Investigation Pending
6461,2020-00087906,,,,,,CDS Violation,Active/Pending
6462,2020-00087921,,,,,,Other Incident,CBE
6463,2020-00087960,,,,,,Theft from Auto,Active/Pending
6464,2020-00087965,,,,,,Theft from Auto,Active/Pending
6465,2020-00088049,,,,,,Other Incident,CBE
6466,2020-00088108,,,,,,DWI/DUI,Arrest
6467,2020-00088153,,,,,,CDS Violation,Arrest
6468,2020-00088380,,,,,,Emergency Petition,CBE
6469,2020-00088651,,,,,,Other Incident,CBE
6470,2020-00088721,,,,,,CDS Violation,Arrest
6471,2020-00088727,,,,,,CDS Violation,Arrest
6472,2020-00088789,,,,,,DWI/DUI,Arrest
6473,2020-00088992,,,,,,Alcohol Violation,Arrest
6474,2020-00089196,,,,,,CDS Violation,Arrest
6475,2020-00089210,,,,,,Trespassing,CBE
6476,2020-00089426,,,,,,CDS Violation,Arrest
6477,2020-00089859,,,,,,Emergency Petition,CBE
6478,2020-00089949,,,,,,Theft from Auto,Active/Pending
6479,2020-00089984,,,,,,Trespassing,CBE
6480,2020-00090533,,,,,,Injured/Sick Person,CBE
6481,2020-00090564,,,,,,Check on the Welfare,CBE
6482,2020-00090605,,,,,,Emergency Petition,CBE
6483,2020-00090611,,,,,,Recovered Stolen Motor Vehicle,Active/Pending
6484,2020-00090626,,,,,,Alcohol Violation,Arrest
6485,2020-00091390,,,,,,Injured/Sick Person,CBE
6486,2020-00091479,,,,,,Lost Property,CBE
6487,2020-00091638,,,,,,Injured/Sick Person,CBE
6488,2020-00091684,,,,,,Vandalism,Arrest
6489,2020-00091764,,,,,,Injured/Sick Person,CBE
6490,2020-00091861,,,,,,Other Incident,CBE
6491,2020-00092140,,,,,,CDS Violation,Arrest
6492,2020-00092278,,,,,,Other Incident,CBE
6493,2020-00093313,,,,,,Weapon Violation,Arrest
6494,2020-00094093,,,,,,CDS Violation,Arrest
6495,2021-00000011,,,,,,Emergency Petition,CBE
6496,2021-00000015,,,,,,Suicide,CBE
6497,2021-00000117,,,,,,Accident - Departmental,CBE
6498,2021-00000362,,,,,,Assist Other Agency,CBE
6499,2021-00000417,,,,,,Damage to State Property,Summons Issued
6500,2021-00000618,,,,,,Suspicious Activity,Arrest
6501,2021-00000779,,,,,,Other Incident,Active/Pending
6502,2021-00000839,,,,,,Fire,CBE
6503,2021-00001794,,,,,,CDS Violation,Arrest
6504,2021-00001820,,,,,,Fire,CBE
6505,2021-00002031,,,,,,Emergency Petition,CBE
6506,2021-00002465,,,,,,Theft,Arrest
6507,2021-00002998,,,,,,Injured/Sick Person,CBE
6508,2021-00003024,,,,,,Dept Property Damage/Loss,Active/Pending
6509,2021-00003685,,,,,,Theft from Auto,Investigation Pending
6510,2021-00003689,,,,,,Vandalism,Active/Pending
6511,2021-00003714,,,,,,Title IX Incident Non Criminal,CBE
6512,2021-00003804,,,,,,Suspicious Activity,CBE
6513,2021-00003970,,,,,,Suspicious Activity,CBE
6514,2021-00004029,,,,,,Assist Other Agency,CBE
6515,2021-00004284,,,,,,CDS Violation,Arrest
6516,2021-00004689,,,,,,Alcohol Violation,Arrest
6517,2021-00004728,,,,,,Assist Other Agency,CBE
6518,2021-00005029,,,,,,Vandalism,Investigation Pending
6519,2021-00005115,,,,,,Theft,Investigation Pending
6520,2021-00005116,,,,,,Injured/Sick Person,CBE
6521,2021-00005134,,,,,,Theft,Summons Issued
6522,2021-00005892,,,,,,Injured/Sick Person,CBE
6523,2021-00006130,,,,,,CDS Violation,Arrest
6524,2021-00006182,,,,,,CDS Violation,Arrest
6525,2021-00006310,,,,,,Injured/Sick Person,CBE
6526,2021-00006334,,,,,,CDS Violation,Arrest
6527,2021-00006640,,,,,,Assist Other Agency,Active/Pending
6528,2021-00006671,,,,,,Injured/Sick Person,CBE
6529,2021-00006690,,,,,,Harassment/Stalking,Active/Pending
6530,2021-00006943,,,,,,Assist Other Agency,CBE
6531,2021-00007115,,,,,,Theft,Unfounded
6532,2021-00007116,,,,,,Disorderly Conduct,Active/Pending
6533,2021-00007156,,,,,,Recovered Stolen Motor Vehicle,Arrest
6534,2021-00007337,,,,,,Injured/Sick Person,CBE
6535,2021-00007649,,,,,,Theft,Arrest
6536,2021-00007718,,,,,,Recovered Stolen Property,Arrest
6537,2021-00007872,,,,,,Theft,Arrest
6538,2021-00007913,,,,,,Assist Other Agency,CBE
6539,2021-00007974,,,,,,Injured/Sick Person,CBE
6540,2021-00008316,,,,,,Injured/Sick Person,CBE
6541,2021-00008554,,,,,,Warrant/Summons Service,Arrest
6542,2021-00008732,,,,,,Harassment/Stalking,Active/Pending
6543,2021-00008883,,,,,,Injured/Sick Person,CBE
6544,2021-00009050,,,,,,Other Incident,CBE
6545,2021-00009116,,,,,,Dept Property Damage/Loss,CBE
6546,2021-00009150,,,,,,Injured/Sick Person,CBE
6547,2021-00009227,,,,,,CDS Violation,Arrest
6548,2021-00009230,,,,,,CDS Violation,CBE
6549,2021-00009249,,,,,,Assist Other Agency,CBE
6550,2021-00009262,,,,,,Vandalism,CBE
6551,2021-00009409,,,,,,DWI/DUI,Arrest
6552,2021-00009427,,,,,,Traffic Offense,CBE
6553,2021-00009507,,,,,,Trespassing,CBE
6554,2021-00009617,,,,,,Burglary,CBE
6555,2021-00009715,,,,,,Warrant/Summons Service,Arrest
6556,2021-00009797,,,,,,CDS Violation,Arrest
6557,2021-00009970,,,,,,Injured/Sick Person,CBE
6558,2021-00010079,,,,,,CDS Violation,CBE
6559,2021-00010104,,,,,,Other Incident,CBE
6560,2021-00010112,,,,,,DWI/DUI,Arrest
6561,2021-00010467,,,,,,Vandalism,Arrest
6562,2021-00010558,,,,,,CDS Violation,Arrest
6563,2021-00010813,,,,,,CDS Violation,Arrest
6564,2021-00010938,,,,,,Suspicious Activity,CBE
6565,2021-00011070,,,,,,Other Incident,Active/Pending
6566,2021-00011071,,,,,,Assist Other Agency,CBE
6567,2021-00011131,,,,,,Other Incident,CBE
6568,2021-00011418,,,,,,Other Incident,CBE
6569,2021-00011518,,,,,,DWI/DUI,Arrest
6570,2021-00011566,,,,,,CDS Violation,Summons Issued
6571,2021-00011689,,,,,,Fraud,Active/Pending
6572,2021-00011719,,,,,,Injured/Sick Person,CBE
6573,2021-00011762,,,,,,CDS Violation,Arrest
6574,2021-00011766,,,,,,Injured/Sick Person,CBE
6575,2021-00011882,,,,,,Alcohol Violation,CBE
6576,2021-00011902,,,,,,Injured/Sick Person,CBE
6577,2021-00011935,,,,,,Injured/Sick Person,CBE
6578,2021-00011954,,,,,,DWI/DUI,Arrest
6579,2021-00012094,,,,,,Theft,Arrest
6580,2021-00012183,,,,,,Animal Complaint,CBE
6581,2021-00012219,,,,,,Injured/Sick Person,CBE
6582,2021-00012255,,,,,,Injured/Sick Person,CBE
6583,2021-00012274,,,,,,Alcohol Violation,CBE
6584,2021-00012282,,,,,,DWI/DUI,Arrest
6585,2021-00012526,,,,,,Fire,CBE
6586,2021-00012665,,,,,,Other Incident,CBE
6587,2021-00012911,,,,,,Emergency Petition,CBE
6588,2021-00013155,,,,,,Trespassing,Arrest
6589,2021-00013209,,,,,,Fire,CBE
6590,2021-00013454,,,,,,Theft from Auto,Investigation Pending
6591,2021-00013469,,,,,,Dept Property Damage/Loss,CBE
6592,2021-00013702,,,,,,Other Incident,CBE
6593,2021-00013748,,,,,,CDS Violation,CBE
6594,2021-00013803,,,,,,Injured/Sick Person,CBE
6595,2021-00013883,,,,,,CDS Violation,Arrest
6596,2021-00013937,,,,,,Damage to State Property,CBE
6597,2021-00013953,,,,,,Other Incident,Investigation Pending
6598,2021-00014073,,,,,,Injured/Sick Person,CBE
6599,2021-00014077,,,,,,Emergency Petition,CBE
6600,2021-00014082,,,,,,Vandalism,Investigation Pending
6601,2021-00014087,,,,,,CDS Violation,Arrest
6602,2021-00014123,,,,,,DWI/DUI,Arrest
6603,2021-00014130,,,,,,CDS Violation,Arrest
6604,2021-00014145,,,,,,DWI/DUI,Arrest
6605,2021-00014295,,,,,,CDS Violation,Arrest
6606,2021-00014395,,,,,,Burglary,Arrest
6607,2021-00014469,,,,,,Dept Property Damage/Loss,CBE
6608,2021-00014470,,,,,,Telephone/EMail Misuse,CBE
6609,2021-00014513,,,,,,Other Incident,CBE
6610,2021-00014587,,,,,,Assist Other Agency,CBE
6611,2021-00014710,,,,,,Damage to State Property,Active/Pending
6612,2021-00014720,,,,,,Trespassing,Arrest
6613,2021-00014831,,,,,,Injured/Sick Person,CBE
6614,2021-00015089,,,,,,Other Service Call,CBE
6615,2021-00015112,,,,,,Injured/Sick Person,CBE
6616,2021-00015314,,,,,,DWI/DUI,Arrest
6617,2021-00015433,,,,,,Check on the Welfare,CBE
6618,2021-00015667,,,,,,CDS Violation,Arrest
6619,2021-00015725,,,,,,Weapon Violation,Arrest
6620,2021-00015789,,,,,,CDS Violation,Arrest
6621,2021-00015811,,,,,,Theft,Summons Issued
6622,2021-00015845,,,,,,Burglary,Investigation Pending
6623,2021-00015891,,,,,,Warrant/Summons Service,Arrest
