row_number,case_number,date_occurred,time_occurred,location_desc,date_reported,time_reported,type,disposition
5308,2021-00077093,,,,,,Injured/Sick Person,CBE
5309,2021-00077095,,,,,,Injured/Sick Person,CBE
5310,2021-00077105,,,,,,Damaged Property,CBE
5311,2021-00077131,,,,,,DWI/DUI,Arrest
5312,2021-00077237,,,,,,Injured/Sick Person,CBE
5313,2021-00077238,,,,,,Injured/Sick Person,CBE
5314,2021-00077326,,,,,,Theft,Unfounded
5315,2021-00077444,,,,,,Vandalism,Investigation Pending
5316,2021-00077582,,,,,,Vandalism,Arrest
5317,2021-00077615,,,,,,Emergency Petition,CBE
5318,2021-00077653,,,,,,DWI/DUI,Arrest
5319,2021-00077713,,,,,,Assist Other Agency,CBE
5320,2021-00077776,,,,,,Check on the Welfare,CBE
5321,2021-00077792,,,,,,Fraud (Title IX Related),Investigation Pending
5322,2021-00077797,,,,,,Disorderly Conduct,CBE
5323,2021-00077844,,,,,,DWI/DUI,Arrest
5324,2021-00077851,,,,,,Other Incident,CBE
5325,2021-00077907,,,,,,DWI/DUI,Arrest
5326,2021-00077984,,,,,,Injured/Sick Person,CBE
5327,2021-00078043,,,,,,Injured/Sick Person,CBE
5328,2021-00078058,,,,,,Theft from Auto,Investigation Pending
5329,2021-00078114,,,,,,Theft,Investigation Pending
5330,2021-00078120,,,,,,Theft,Investigation Pending
5331,2021-00078182,,,,,,Vandalism,Arrest
5332,2021-00078265,,,,,,Theft,Investigation Pending
5333,2021-00078307,,,,,,Theft,Unfounded
5334,2021-00078312,,,,,,Injured Officer,CBE
5335,2021-00078320,,,,,,Theft,Investigation Pending
5336,2021-00078324,,,,,,Other Incident,Active/Pending
5337,2021-00078325,,,,,,Theft,Active/Pending
5338,2021-00078335,,,,,,Accident - Departmental,CBE
5339,2021-00078338,,,,,,CDS Violation,CBE
5340,2021-00078340,,,,,,Injured/Sick Person,CBE
5341,2021-00078380,,,,,,CDS Violation,Arrest
5342,2021-00078444,,,,,,Warrant/Summons Service,Arrest
5343,2021-00078542,,,,,,Theft,Investigation Pending
5344,2021-00078552,,,,,,Vandalism,Investigation Pending
5345,2021-00078553,,,,,,Other Incident,CBE
5346,2021-00078555,,,,,,Injured/Sick Person,CBE
5347,2021-00078569,,,,,,Harassment/Stalking (Title IX Related),CBE
5348,2021-00078678,,,,,,Emergency Petition,CBE
5349,2021-00078688,,,,,,Vandalism,Investigation Pending
5350,2021-00078694,,,,,,CDS Violation,Arrest
5351,2021-00078703,,,,,,Injured/Sick Person,CBE
5352,2021-00078733,,,,,,Injured/Sick Person,CBE
5353,2021-00078752,,,,,,CDS Violation,Arrest
5354,2021-00078790,,,,,,Recovered Stolen Motor Vehicle,Arrest
5355,2021-00078791,,,,,,Injured/Sick Person,CBE
5356,2021-00078825,,,,,,Theft,Active/Pending
5357,2021-00078840,,,,,,Theft,Active/Pending
5358,2021-00078884,,,,,,Injured/Sick Person,CBE
5359,2021-00078886,,,,,,DWI/DUI,Arrest
5360,2021-00078891,,,,,,Fire,Active/Pending
5361,2021-00078902,,,,,,Injured/Sick Person,CBE
5362,2021-00078968,,,,,,Trespassing,Arrest
5363,2021-00078989,,,,,,Theft,Active/Pending
5364,2021-00079005,,,,,,Injured/Sick Person,CBE
5365,2021-00079056,,,,,,Burglary,Investigation Pending
5366,2021-00079110,,,,,,Injured/Sick Person,CBE
5367,2021-00079125,,,,,,Injured/Sick Person,CBE
5368,2021-00079164,,,,,,Other Incident,CBE
5369,2021-00079183,,,,,,Theft,Investigation Pending
5370,2021-00079232,,,,,,Assist Other Agency,CBE
5371,2021-00079241,,,,,,Dept Property Damage/Loss,CBE
5372,2021-00079267,,,,,,Fraud,Active/Pending
5373,2021-00079333,,,,,,Missing Person/Runaway,CBE
5374,2021-00079335,,,,,,Warrant/Summons Service,CBE
5375,2021-00079451,,,,,,Assist Other Agency,CBE
5376,2021-00079455,,,,,,Domestic,CBE
5377,2021-00079457,,,,,,Vandalism,Active/Pending
5378,2021-00079464,,,,,,Other Incident,Unfounded
5379,2021-00079466,,,,,,Injured/Sick Person,CBE
5380,2021-00079496,,,,,,Accident,CBE
5381,2021-00079562,,,,,,Theft,Investigation Pending
5382,2021-00079663,,,,,,Harassment/Stalking (Title IX Related),Active/Pending
5383,2021-00079693,,,,,,Fraud,Investigation Pending
5384,2021-00079696,,,,,,Disorderly Conduct,CBE
5385,2021-00079700,,,,,,Other Incident,Investigation Pending
5386,2021-00079730,,,,,,Injured/Sick Person,CBE
5387,2021-00079761,,,,,,CDS Violation,Arrest
5388,2021-00079763,,,,,,Injured/Sick Person,CBE
5389,2021-00079787,,,,,,Trespassing,CBE
5390,2021-00079993,,,,,,Theft,Active/Pending
5391,2021-00080001,,,,,,Fraud,Investigation Pending
5392,2021-00080010,,,,,,DWI/DUI,Arrest
5393,2021-00080011,,,,,,Injured/Sick Person,CBE
5394,2021-00080048,,,,,,Noise Complaint,CBE
5395,2021-00080065,,,,,,Injured/Sick Person,CBE
5396,2021-00080089,,,,,,Injured/Sick Person,CBE
5397,2021-00080090,,,,,,Found/Recovered Property,Active/Pending
5398,2021-00080259,,,,,,Damage to State Property,CBE
5399,2021-00080283,,,,,,Suspicious Person/Auto,CBE
5400,2021-00080343,,,,,,Traffic Offense,CBE
5401,2021-00080344,,,,,,CDS Violation,Arrest
5402,2021-00080348,,,,,,Disorderly Conduct,Active/Pending
5403,2021-00080368,,,,,,Injured/Sick Person,CBE
5404,2021-00080379,,,,,,Animal Complaint,CBE
5405,2021-00080487,,,,,,Injured/Sick Person,CBE
5406,2021-00080496,,,,,,Other Incident,CBE
5407,2021-00080498,,,,,,Injured/Sick Person,CBE
5408,2021-00080528,,,,,,Injured/Sick Person,CBE
5409,2021-00080534,,,,,,Assist Other Agency,CBE
5410,2021-00080597,,,,,,Warrant/Summons Service,Arrest
5411,2021-00080607,,,,,,DWI/DUI,Arrest
5412,2021-00080624,,,,,,Fraud,Investigation Pending
5413,2021-00080707,,,,,,Theft,Active/Pending
5414,2021-00080708,,,,,,Burglary,Investigation Pending
5415,2021-00080709,,,,,,Trespassing,Investigation Pending
5416,2021-00080711,,,,,,Theft,Active/Pending
5417,2021-00080744,,,,,,Injured/Sick Person,CBE
5418,2021-00080758,,,,,,Assist Other Agency,CBE
5419,2021-00080762,,,,,,Other Incident,CBE
5420,2021-00080881,,,,,,Hazardous Condition,CBE
5421,2021-00080885,,,,,,Theft,Investigation Pending
5422,2021-00080923,,,,,,Theft,Active/Pending
5423,2021-00080933,,,,,,Injured/Sick Person,CBE
5424,2021-00080955,,,,,,Theft,Investigation Pending
5425,2021-00080958,,,,,,Recovered Stolen Property,Arrest
5426,2021-00080976,,,,,,Emergency Petition,CBE
5427,2021-00081010,,,,,,DWI/DUI,Arrest
5428,2021-00081016,,,,,,Theft,Investigation Pending
5429,2021-00081087,,,,,,Damage to State Property,CBE
5430,2021-00081089,,,,,,Assist Other Agency,CBE
5431,2021-00081098,,,,,,Vandalism,Investigation Pending
5432,2021-00081105,,,,,,Emergency Petition,CBE
5433,2021-00081194,,,,,,Injured/Sick Person,CBE
5434,2021-00081313,,,,,,Indecent Exposure,CBE
5435,2021-00081321,,,,,,Theft,Unfounded
5436,2021-00081343,,,,,,Sex Offense,CBE
5437,2021-00081442,,,,,,Suspicious Activity,CBE
5438,2021-00081459,,,,,,Suspicious Activity,CBE
5439,2021-00081475,,,,,,Assist Other Agency,CBE
5440,2021-00081490,,,,,,Assist Other Agency,CBE
5441,2021-00081498,,,,,,Peeping Tom (Title IX Related),Arrest
5442,2021-00081501,,,,,,Theft,Investigation Pending
5443,2021-00081504,,,,,,Theft,Investigation Pending
5444,2021-00081517,,,,,,Emergency Petition,CBE
5445,2021-00081537,,,,,,Harassment/Stalking (Title IX Related),Active/Pending
5446,2021-00081546,,,,,,Theft,Investigation Pending
5447,2021-00081550,,,,,,Injured/Sick Person,CBE
5448,2021-00081572,,,,,,CDS Violation,Arrest
5449,2021-00081606,,,,,,Injured/Sick Person,CBE
5450,2021-00081637,,,,,,Weapon Violation,Arrest
5451,2021-00081745,,,,,,Injured/Sick Person,CBE
5452,2021-00081808,,,,,,Theft,Summons Issued
5453,2021-00081820,,,,,,CDS Violation,Arrest
5454,2021-00081843,,,,,,Theft,Active/Pending
5455,2021-00081850,,,,,,Injured/Sick Person,CBE
5456,2021-00081864,,,,,,DWI/DUI,Arrest
5457,2021-00081989,,,,,,Assist Other Agency,CBE
5458,2021-00082045,,,,,,Injured/Sick Person,CBE
5459,2021-00082071,,,,,,Injured/Sick Person,CBE
5460,2021-00082278,,,,,,Theft,Unfounded
5461,2021-00082317,,,,,,CDS Violation,CBE
5462,2021-00082478,,,,,,Hate Bias Incident,Investigation Pending
5463,2021-00082486,,,,,,Theft,Investigation Pending
5464,2021-00082497,,,,,,Emergency Petition,CBE
5465,2021-00082499,,,,,,Theft from Auto,Investigation Pending
5466,2021-00082541,,,,,,Other Incident,CBE
5467,2021-00082565,,,,,,Disorderly Conduct,CBE
5468,2021-00082569,,,,,,Injured/Sick Person,CBE
5469,2021-00082573,,,,,,Emergency Petition,CBE
5470,2021-00082641,,,,,,Vandalism,CBE
5471,2021-00082653,,,,,,Other Incident,CBE
5472,2021-00082657,,,,,,Other Incident,CBE
5473,2021-00082659,,,,,,Assist Other Agency,CBE
5474,2021-00082660,,,,,,Fraud,Active/Pending
5475,2021-00082663,,,,,,Damaged Property,CBE
5476,2021-00082679,,,,,,Trespassing,CBE
5477,2021-00082733,,,,,,Injured/Sick Person,CBE
5478,2021-00082806,,,,,,Rape (Title IX Related),CBE
5479,2021-00082844,,,,,,Burglary,Investigation Pending
5480,2021-00082846,,,,,,Assault,Arrest
5481,2021-00082923,,,,,,DWI/DUI,Arrest
5482,2021-00083021,,,,,,Injured/Sick Person,CBE
5483,2021-00083026,,,,,,Theft,Active/Pending
5484,2021-00083032,,,,,,Lost Property,CBE
5485,2021-00083036,,,,,,Extortion,Active/Pending
5486,2021-00083086,,,,,,Suspicious Activity,CBE
5487,2021-00083119,,,,,,Hate Bias Incident,Active/Pending
5488,2021-00083209,,,,,,Check on the Welfare,CBE
5489,2021-00083243,,,,,,Suspicious Person/Auto,CBE
5490,2021-00083245,,,,,,Injured/Sick Person,CBE
5491,2021-00083302,,,,,,Assist Other Agency,CBE
5492,2021-00083324,,,,,,Assist Other Agency,CBE
5493,2021-00083325,,,,,,Theft,Investigation Pending
5494,2021-00083482,,,,,,Injured/Sick Person,CBE
5495,2021-00083521,,,,,,Injured/Sick Person,CBE
5496,2021-00083553,,,,,,Injured/Sick Person,CBE
5497,2021-00083563,,,,,,CDS Violation,Arrest
5498,2021-00083622,,,,,,Recovered Stolen Property,Arrest
5499,2021-00083627,,,,,,Noise Complaint,CBE
5500,2021-00083629,,,,,,Injured/Sick Person,CBE
5501,2021-00083650,,,,,,Recovered Stolen Motor Vehicle,CBE
5502,2021-00083704,,,,,,Injured/Sick Person,CBE
5503,2021-00083712,,,,,,Assist Other Agency,CBE
5504,2021-00083714,,,,,,Injured/Sick Person,CBE
5505,2021-00083719,,,,,,Injured/Sick Person,CBE
5506,2021-00083739,,,,,,DWI/DUI,Arrest
5507,2021-00083756,,,,,,Other Incident,CBE
5508,2021-00083939,,,,,,Assist Other Agency,CBE
5509,2021-00083986,,,,,,DWI/DUI,Arrest
5510,2021-00084225,,,,,,Theft,Active/Pending
5511,2021-00084246,,,,,,Assist Other Agency,Active/Pending
5512,2021-00084264,,,,,,Injured/Sick Person,CBE
5513,2021-00084267,,,,,,Theft,Unfounded
5514,2021-00084325,,,,,,Emergency Petition,CBE
5515,2021-00084430,,,,,,Violation of Protect/Peace Order,CBE
5516,2021-00084432,,,,,,Suspicious Activity,CBE
5517,2021-00084444,,,,,,Injured/Sick Person,CBE
5518,2021-00084451,,,,,,Trespassing,Summons Issued
5519,2021-00084618,,,,,,Theft,Active/Pending
5520,2021-00084823,,,,,,Assist Other Agency,CBE
5521,2021-00084824,,,,,,Injured/Sick Person,CBE
5522,2021-00084825,,,,,,Emergency Petition,CBE
5523,2021-00084828,,,,,,Injured/Sick Person,CBE
5524,2021-00084830,,,,,,Suspicious Person/Auto,Unfounded
5525,2021-00084936,,,,,,CDS Violation,Arrest
5526,2021-00084950,,,,,,Other Incident,CBE
5527,2021-00085252,,,,,,DWI/DUI,Arrest
5528,2021-00085276,,,,,,DWI/DUI,Arrest
5529,2021-00085278,,,,,,DWI/DUI,Arrest
5530,2021-00085314,,,,,,Assist Other Agency (Title IX Related),CBE
5531,2021-00085331,,,,,,Vandalism,Active/Pending
5532,2021-00085358,,,,,,Injured/Sick Person,CBE
5533,2021-00085359,,,,,,Other Incident,CBE
5534,2021-00085369,,,,,,Injured/Sick Person,CBE
5535,2021-00085370,,,,,,Injured/Sick Person,CBE
5536,2021-00085371,,,,,,Injured/Sick Person,CBE
5537,2021-00085380,,,,,,Injured/Sick Person,CBE
5538,2021-00085383,,,,,,Injured/Sick Person,CBE
5539,2021-00085397,,,,,,Assault,Investigation Pending
5540,2021-00085404,,,,,,Injured/Sick Person,CBE
5541,2021-00085412,,,,,,Theft,Investigation Pending
5542,2021-00085419,,,,,,Theft,Active/Pending
5543,2021-00085462,,,,,,Assist Other Agency,CBE
5544,2021-00085464,,,,,,DWI/DUI,Arrest
5545,2021-00085481,,,,,,DWI/DUI,Arrest
5546,2021-00085482,,,,,,DWI/DUI,Arrest
5547,2021-00085485,,,,,,DWI/DUI,Arrest
5548,2021-00085701,,,,,,Extortion (Title IX Related),CBE
5549,2021-00085811,,,,,,Burglary,Unfounded
5550,2021-00085812,,,,,,Injured/Sick Person,CBE
5551,2021-00085819,,,,,,Theft,Active/Pending
5552,2021-00085828,,,,,,Theft,Active/Pending
5553,2021-00085935,,,,,,Emergency Petition,CBE
5554,2021-00085937,,,,,,Extortion,Active/Pending
5555,2021-00085949,,,,,,Injured/Sick Person,CBE
5556,2021-00086013,,,,,,Assault,Investigation Pending
5557,2021-00086089,,,,,,Emergency Petition,CBE
5558,2021-00086246,,,,,,Trespassing,Arrest
5559,2021-00086250,,,,,,Emergency Petition,CBE
5560,2021-00086280,,,,,,Injured/Sick Person,CBE
5561,2021-00086326,,,,,,DWI/DUI,Arrest
5562,2021-00086427,,,,,,Theft,Active/Pending
5563,2021-00086438,,,,,,Theft,Unfounded
5564,2021-00086498,,,,,,Injured/Sick Person,CBE
5565,2021-00086511,,,,,,Injured/Sick Person,CBE
5566,2021-00086529,,,,,,Injured/Sick Person,CBE
5567,2021-00086541,,,,,,Injured/Sick Person,CBE
5568,2021-00086787,,,,,,DWI/DUI,Arrest
5569,2021-00086837,,,,,,Emergency Petition,CBE
5570,2021-00086847,,,,,,Injured/Sick Person,CBE
5571,2021-00086875,,,,,,Theft,Active/Pending
5572,2021-00086882,,,,,,Theft,Active/Pending
5573,2021-00086912,,,,,,Theft,Summons Issued
5574,2021-00086947,,,,,,Injured/Sick Person,CBE
5575,2021-00086950,,,,,,Injured/Sick Person,CBE
5576,2021-00086970,,,,,,Injured/Sick Person,CBE
5577,2021-00087080,,,,,,Stolen Motor Vehicle,Active/Pending
5578,2021-00087195,,,,,,DWI/DUI,Arrest
5579,2021-00087196,,,,,,Assist Other Agency,CBE
5580,2021-00087204,,,,,,DWI/DUI,Arrest
5581,2021-00087211,,,,,,Injured/Sick Person,CBE
5582,2021-00087260,,,,,,Vandalism,Active/Pending
5583,2021-00087261,,,,,,Harassment/Stalking,Investigation Pending
5584,2021-00087265,,,,,,Injured/Sick Person,CBE
5585,2021-00087314,,,,,,Theft,Active/Pending
5586,2021-00087343,,,,,,Injured/Sick Person,CBE
5587,2021-00087411,,,,,,Other Incident,CBE
5588,2021-00087449,,,,,,Injured/Sick Person,CBE
5589,2021-00087470,,,,,,Assist Other Agency,CBE
5590,2021-00087512,,,,,,Stolen Motor Vehicle,Active/Pending
5591,2021-00087513,,,,,,Injured/Sick Person,CBE
5592,2021-00087554,,,,,,Theft,Active/Pending
5593,2021-00087582,,,,,,Emergency Petition,CBE
5594,2021-00087592,,,,,,Fire,CBE
5595,2021-00087695,,,,,,Burglary,Investigation Pending
5596,2021-00087710,,,,,,Assist Other Agency,CBE
5597,2021-00087725,,,,,,Theft,Investigation Pending
5598,2021-00087868,,,,,,DWI/DUI,Arrest
5599,2021-00087900,,,,,,Assist Other Agency,CBE
5600,2021-00088030,,,,,,Injured/Sick Person,CBE
5601,2021-00088071,,,,,,Suspicious Person/Auto,Unfounded
5602,2021-00088088,,,,,,Warrant/Summons Service,Arrest
5603,2021-00088131,,,,,,DWI/DUI,Arrest
5604,2021-00088356,,,,,,Theft,Active/Pending
5605,2021-00088357,,,,,,Injured/Sick Person,CBE
5606,2021-00088398,,,,,,Injured/Sick Person,CBE
5607,2021-00088400,,,,,,Injured/Sick Person,CBE
5608,2021-00088417,,,,,,Injured/Sick Person,CBE
5609,2021-00088439,,,,,,DWI/DUI,Arrest
5610,2021-00088442,,,,,,DWI/DUI,Arrest
5611,2021-00088445,,,,,,Injured/Sick Person,CBE
5612,2021-00088446,,,,,,Injured/Sick Person,CBE
5613,2021-00088506,,,,,,Accident - Departmental,CBE
5614,2021-00088541,,,,,,Check on the Welfare,CBE
5615,2021-00088547,,,,,,Theft,Arrest
5616,2021-00088548,,,,,,Other Incident,CBE
5617,2021-00088570,,,,,,Injured/Sick Person,CBE
5618,2021-00088587,,,,,,Injured/Sick Person,CBE
5619,2021-00088633,,,,,,DWI/DUI,Arrest
5620,2021-00088642,,,,,,DWI/DUI,Arrest
5621,2021-00088647,,,,,,DWI/DUI,Arrest
5622,2021-00088684,,,,,,Theft,Active/Pending
5623,2021-00088811,,,,,,Injured/Sick Person,CBE
5624,2021-00088839,,,,,,Resisting Arrest,Juvenile Arrest
5625,2021-00088842,,,,,,Extortion,CBE
5626,2021-00088883,,,,,,Vandalism,Investigation Pending
5627,2021-00088931,,,,,,Suspicious Activity,CBE
5628,2021-00089040,,,,,,Assist Other Agency,CBE
5629,2021-00089127,,,,,,Vandalism,Investigation Pending
5630,2021-00089155,,,,,,Theft,Active/Pending
5631,2021-00089299,,,,,,Indecent Exposure (Title IX Related),Active/Pending
5632,2021-00089462,,,,,,Theft,Arrest
5633,2021-00089499,,,,,,DWI/DUI,Arrest
5634,2021-00089510,,,,,,DWI/DUI,Arrest
5635,2021-00089597,,,,,,Assist Other Agency,CBE
5636,2021-00089618,,,,,,DWI/DUI,Arrest
5637,2021-00089998,,,,,,Emergency Petition,CBE
5638,2021-00090110,,,,,,DWI/DUI,Arrest
5639,2021-00090245,,,,,,Traffic Offense,CBE
5640,2021-00090383,,,,,,Telephone/EMail Misuse,Investigation Pending
5641,2021-00090418,,,,,,CDS Violation,CBE
5642,2021-00090420,,,,,,Emergency Petition,CBE
5643,2021-00090602,,,,,,Warrant/Summons Service,Arrest
5644,2021-00090630,,,,,,Theft,Active/Pending
5645,2021-00090656,,,,,,Assist Other Agency,CBE
5646,2021-00090710,,,,,,Injured/Sick Person,CBE
5647,2021-00090728,,,,,,Theft,Active/Pending
5648,2021-00090741,,,,,,Injured/Sick Person,CBE
5649,2021-00090755,,,,,,DWI/DUI,Arrest
5650,2021-00090782,,,,,,Suspicious Person/Auto,Active/Pending
5651,2021-00090878,,,,,,Check on the Welfare,Investigation Pending
5652,2021-00090879,,,,,,Other Incident,CBE
5653,2021-00090884,,,,,,Injured/Sick Person,CBE
5654,2021-00090911,,,,,,Theft,Investigation Pending
5655,2021-00090973,,,,,,Other Incident,CBE
5656,2021-00091022,,,,,,DWI/DUI,Arrest
5657,2021-00091139,,,,,,Indecent Exposure,Investigation Pending
5658,2021-00091143,,,,,,Suspicious Activity,CBE
5659,2021-00091147,,,,,,Indecent Exposure,Warrant Issued
5660,2021-00091158,,,,,,Theft,Investigation Pending
5661,2021-00091171,,,,,,Indecent Exposure,Warrant Issued
5662,2021-00091172,,,,,,Suspicious Person/Auto,Warrant Issued
5663,2021-00091187,,,,,,CDS Violation,Arrest
5664,2021-00091195,,,,,,Emergency Petition,CBE
5665,2021-00091196,,,,,,Injured/Sick Person,CBE
5666,2021-00091371,,,,,,Other Incident,CBE
5667,2021-00091372,,,,,,Warrant/Summons Service,Arrest
5668,2021-00091470,,,,,,Injured/Sick Person,CBE
5669,2021-00091514,,,,,,CDS Violation,Arrest
5670,2021-00091537,,,,,,Assist Other Agency,CBE
5671,2021-00091588,,,,,,Injured/Sick Person,CBE
5672,2021-00091591,,,,,,CDS Violation,Arrest
5673,2021-00091594,,,,,,Injured/Sick Person,CBE
5674,2021-00091597,,,,,,Injured/Sick Person,CBE
5675,2021-00091599,,,,,,Injured/Sick Person,CBE
5676,2021-00091600,,,,,,Injured/Sick Person,CBE
5677,2021-00091601,,,,,,Disorderly Conduct,Arrest
5678,2021-00091606,,,,,,Emergency Petition,CBE
5679,2021-00091633,,,,,,Check on the Welfare,CBE
5680,2021-00091635,,,,,,Injured/Sick Person,CBE
5681,2021-00091692,,,,,,CDS Violation,CBE
5682,2021-00091798,,,,,,Vandalism,Active/Pending
5683,2021-00091868,,,,,,Injured/Sick Person,CBE
5684,2021-00091975,,,,,,Emergency Petition,CBE
5685,2021-00091976,,,,,,Emergency Petition,CBE
5686,2021-00091997,,,,,,CDS Violation,Arrest
5687,2021-00092019,,,,,,Suspicious Activity,Active/Pending
5688,2021-00092079,,,,,,Other Incident,Active/Pending
5689,2021-00092139,,,,,,Vandalism,Active/Pending
5690,2021-00092167,,,,,,Vandalism,Investigation Pending
5691,2021-00092209,,,,,,Suspicious Person/Auto,CBE
5692,2021-00092425,,,,,,Other Incident,CBE
5693,2021-00092462,,,,,,Emergency Petition,CBE
5694,2021-00092464,,,,,,Emergency Petition,CBE
5695,2021-00092468,,,,,,Theft,Active/Pending
5696,2021-00092608,,,,,,Assist Other Agency,CBE
5697,2021-00092770,,,,,,Injured/Sick Person,CBE
5698,2021-00092783,,,,,,CDS Violation,Arrest
5699,2021-00092916,,,,,,Vandalism,Active/Pending
5700,2021-00092934,,,,,,Injured/Sick Person,CBE
5701,2021-00092957,,,,,,Assist Other Agency,CBE
5702,2021-00093277,,,,,,Injured/Sick Person,CBE
5703,2021-00093369,,,,,,Assault,Active/Pending
5704,2021-00093370,,,,,,Assist Other Agency,CBE
5705,2021-00093390,,,,,,Injured/Sick Person,CBE
5706,2021-00093434,,,,,,Injured/Sick Person,CBE
5707,2021-00093478,,,,,,Other Incident,Active/Pending
5708,2021-00093494,,,,,,Suspicious Activity,CBE
5709,2021-00093580,,,,,,Vandalism,Investigation Pending
5710,2021-00093583,,,,,,Assist Other Agency,CBE
5711,2021-00093584,,,,,,Injured/Sick Person,CBE
5712,2021-00093611,,,,,,Injured/Sick Person,CBE
5713,2021-00093620,,,,,,DWI/DUI,Arrest
5714,2021-00093624,,,,,,Trespassing,CBE
5715,2021-00093626,,,,,,Injured/Sick Person,CBE
5716,2021-00093643,,,,,,Damage to State Property,CBE
5717,2021-00093684,,,,,,Vandalism,Investigation Pending
5718,2021-00093689,,,,,,Vandalism,Investigation Pending
5719,2021-00093690,,,,,,Vandalism,Investigation Pending
5720,2021-00093728,,,,,,Lost Property,CBE
5721,2021-00093751,,,,,,Injured/Sick Person,CBE
5722,2021-00093754,,,,,,Check on the Welfare,CBE
5723,2021-00093824,,,,,,Vandalism,Active/Pending
5724,2021-00093888,,,,,,Found/Recovered Property,Active/Pending
5725,2021-00093975,,,,,,Injured/Sick Person,CBE
5726,2021-00094141,,,,,,Injured/Sick Person,CBE
5727,2021-00094149,,,,,,Injured/Sick Person,CBE
5728,2021-00094318,,,,,,Vandalism,Active/Pending
5729,2021-00094319,,,,,,Vandalism,Active/Pending
5730,2021-00094366,,,,,,Theft from Auto,Arrest
5731,2021-00094419,,,,,,Vandalism,Active/Pending
5732,2021-00094553,,,,,,Suspicious Person/Auto,CBE
5733,2021-00094603,,,,,,Trespassing,CBE
5734,2021-00094613,,,,,,Theft from Auto,Active/Pending
5735,2021-00094615,,,,,,Theft from Auto,Active/Pending
5736,2021-00094618,,,,,,Theft,Active/Pending
5737,2021-00094619,,,,,,Vandalism,Active/Pending
5738,2021-00094620,,,,,,Theft from Auto,Active/Pending
5739,2021-00094622,,,,,,Theft from Auto,Active/Pending
5740,2021-00094634,,,,,,Emergency Petition,CBE
5741,2021-00094635,,,,,,Vandalism,Active/Pending
5742,2021-00094773,,,,,,DWI/DUI,Arrest
5743,2021-00094887,,,,,,Theft,Active/Pending
5744,2021-00094944,,,,,,Theft from Auto,Active/Pending
5745,2021-00095029,,,,,,DWI/DUI,Arrest
5746,2021-00095089,,,,,,DWI/DUI,Arrest
5747,2021-00095275,,,,,,Theft from Auto,Active/Pending
5748,2021-00095325,,,,,,Vandalism,Active/Pending
5749,2021-00095566,,,,,,DWI/DUI,Arrest
5750,2021-00095913,,,,,,Suicide,Active/Pending
5751,2021-00095928,,,,,,Suspicious Person/Auto,CBE
5752,2021-00096000,,,,,,Suspicious Activity,CBE
5753,2021-00096077,,,,,,Vandalism,Active/Pending
5754,2021-00096457,,,,,,Damage to State Property,CBE
5755,2021-00096826,,,,,,DWI/DUI,Arrest
5756,2021-00097146,,,,,,Theft,Active/Pending
5757,2021-00097433,,,,,,DWI/DUI,Arrest
5758,2021-00097470,,,,,,Dept Property Damage/Loss,CBE
5759,2021-00097578,,,,,,Injured/Sick Person,CBE
5760,2021-00097730,,,,,,Assist Other Agency,CBE
5761,2021-00097850,,,,,,Theft,Investigation Pending
5762,2022-00000047,,,,,,Stolen Motor Vehicle,Unfounded
